TradDate,Brent,RBOB,WTI,Corn,Gold,Soybean,JPYLibor,USDLibor,EURUSD
20120110,113.28,2.7728,102.24,652,1631,1223.75,0.081,0.08,1.27775
20120111,112.24,2.7633,100.87,651.5,1639.2,1197.5,0.09,0.08,1.2706
20120112,111.26,2.7313,99.1,611.5,1647.3,1178.5,0.079,0.08,1.28145
20120113,110.44,2.7342,98.7,599.5,1630.4,1158.25,0.076,0.09,1.26765
20120117,111.53,2.7713,100.71,604,1655.2,1183.5,0.083,0.09,1.27355
20120118,110.66,2.8254,100.59,593.5,1659.5,1183.5,0.083,0.09,1.28635
20120119,111.55,2.8158,100.39,606,1654.1,1197,0.086,0.1,1.2969
20120120,109.86,2.7844,98.33,611.5,1663.7,1187,0.086,0.09,1.29315
20120123,110.58,2.7779,99.58,620,1678,1217.5,0.08,0.09,1.3013
20120124,110.03,2.805,98.95,630.25,1664.2,1220,0.079,0.09,1.3036
20120125,109.81,2.8338,99.4,634.5,1699.8,1213.5,0.08,0.08,1.31065
20120126,110.79,2.8466,99.7,634.5,1726.3,1222.75,0.081,0.08,1.3109
20120127,111.46,2.9268,99.56,641.75,1732.2,1219,0.081,0.09,1.32205
20120130,110.75,2.8707,98.78,631.75,1731,1185.25,0.082,0.09,1.31435
20120131,110.98,2.8874,98.48,639,1737.8,1199,0.075,0.11,1.30845
20120201,111.56,2.8922,97.61,642,1747.1,1215.25,0.073,0.11,1.3161
20120202,112.07,2.8689,96.36,643,1756.8,1217,0.076,0.11,1.31435
20120203,114.58,2.9144,97.84,644.5,1737.9,1232.5,0.079,0.11,1.31505
20120206,115.93,2.9279,96.91,644.25,1722.8,1233,0.083,0.11,1.31305
20120207,116.23,2.9275,98.41,642.25,1746.4,1232,0.085,0.11,1.32605
20120208,117.2,2.9752,98.71,642.5,1729.3,1231.5,0.085,0.11,1.326
20120209,118.59,3.0128,99.84,637,1739,1227.5,0.087,0.11,1.3287
20120210,117.31,2.9749,98.67,631.75,1723.3,1229,0.084,0.12,1.31975
20120213,117.93,3.0125,100.91,639.5,1723,1252,0.079,0.12,1.31865
20120214,118.16,2.9825,100.74,633.5,1715.9,1255,0.096,0.12,1.31345
20120215,118.93,3.0067,101.8,627,1726.3,1261,0.084,0.12,1.30655
20120216,120.11,3.0471,102.31,636.25,1726.8,1258.25,0.093,0.11,1.31305
20120217,119.58,3.0156,103.24,641.75,1724.5,1267.5,0.078,0.09,1.31465
20120221,121.66,3.0702,105.84,629.5,1757.1,1271,0.095,0.1,1.3235
20120222,122.9,3.0877,106.28,638.25,1770,1272.25,0.088,0.08,1.32505
20120223,123.62,3.1136,107.83,639.5,1784.9,1276.75,0.091,0.08,1.3372
20120224,125.47,3.1528,109.77,640.75,1775.1,1279,0.079,0.09,1.3449
20120227,124.17,3.1283,108.56,644.5,1773.6,1293.75,0.093,0.1,1.3398
20120228,121.55,3.0401,106.55,653.5,1787,1305.25,0.083,0.1,1.34575
20120229,122.66,3.0423,107.07,656.5,1709.9,1313.5,0.081,0.1,1.33245
20120301,126.2,3.3517,108.84,653.75,1721.1,1316.75,0.087,0.11,1.3311
20120302,123.65,3.2721,106.7,659,1708.8,1328.25,0.08,0.11,1.32015
20120305,123.8,3.258,106.72,666.25,1703,1319.25,0.089,0.11,1.3218
20120306,121.98,3.2299,104.7,658,1671.4,1329.75,0.086,0.11,1.31125
20120307,124.12,3.2874,106.16,643.75,1683.3,1321.5,0.087,0.11,1.3149
20120308,125.44,3.314,106.58,645,1698.1,1332.5,0.096,0.11,1.32745
20120309,125.98,3.3324,107.4,654,1710.9,1331.75,0.086,0.12,1.3123
20120312,125.34,3.323,106.34,671.5,1699.2,1330.5,0.086,0.12,1.31475
20120313,126.22,3.3546,106.71,674,1693.7,1348.75,0.091,0.12,1.3081
20120314,124.97,3.347,105.43,669.5,1642.5,1356,0.088,0.13,1.3029
20120315,123.55,3.2885,105.11,669,1659.1,1369,0.087,0.14,1.3079
20120316,125.81,3.3569,107.06,673,1655.5,1374,0.083,0.15,1.31745
20120319,125.71,3.3678,108.09,663.5,1666.9,1366.5,0.086,0.15,1.3238
20120320,124.12,3.3631,105.61,647.5,1646.7,1345,0.086,0.15,1.32245
20120321,124.2,3.3571,107.27,642,1650,1355,0.082,0.15,1.3212
20120322,123.14,3.3396,105.35,644.5,1642.3,1349.5,0.083,0.14,1.31985
20120323,125.13,3.3852,106.87,646.5,1662.3,1365.75,0.084,0.14,1.3267
20120326,125.65,3.4166,107.03,637.75,1685.5,1379.5,0.078,0.14,1.33585
20120327,125.54,3.4056,107.33,630.75,1684.8,1369.75,0.073,0.14,1.3318
20120328,124.16,3.3955,105.41,620.25,1657.9,1367.5,0.078,0.13,1.33165
20120329,122.39,3.4006,102.78,604,1652.2,1355.5,0.077,0.13,1.33025
20120329,122.39,3.4006,102.78,604,1652.2,1355.5,0.077,0.13,1.3342
20120402,125.43,3.3822,105.23,655,1677.5,1421,0.074,0.15,1.33215
20120403,124.86,3.3954,104.01,658.25,1670,1416.75,0.073,0.15,1.3233
20120404,122.34,3.3336,101.47,656.75,1612.3,1419.5,0.082,0.15,1.3142
20120405,123.43,3.3405,103.31,658.25,1628.5,1434,0.068,0.15,1.30655
20120409,122.67,3.2967,102.46,649,1642.5,1431,0.068,0.16,1.31055
20120410,119.88,3.2496,101.02,634.75,1659.5,1426,0.07,0.15,1.30825
20120411,120.18,3.2955,102.7,636,1659,1422,0.074,0.16,1.31085
20120412,121.71,3.3567,103.64,637.5,1679.5,1441,0.073,0.15,1.3186
20120413,121.83,3.3461,102.83,629.25,1659.1,1436.75,0.067,0.15,1.30775
20120416,118.68,3.267,102.93,623.25,1648.7,1420,0.073,0.15,1.3141
20120417,118.78,3.234,104.2,616.75,1650.3,1425.75,0.07,0.16,1.3127
20120418,117.97,3.2027,102.67,601.75,1638.8,1407.75,0.072,0.15,1.31225
20120419,118,3.1541,102.27,621,1640.6,1415.75,0.073,0.13,1.3138
20120420,118.76,3.1427,103.05,612.5,1642.1,1446.75,0.081,0.12,1.32185
20120423,118.71,3.1873,103.11,622.5,1631.9,1437.25,0.083,0.13,1.31555
20120424,118.16,3.1593,103.55,618.25,1643,1461.25,0.081,0.14,1.3197
20120425,119.12,3.1557,104.12,611,1641.4,1473.5,0.084,0.15,1.3217
20120426,119.92,3.1833,104.55,624,1659.6,1481.25,0.076,0.14,1.32225
20120427,119.83,3.2062,104.93,653,1664,1496.75,0.08,0.13,1.3254
20120430,119.47,3.1844,104.87,660.25,1663.4,1503,0.08,0.16,1.3241
20120501,119.66,3.0971,106.16,659.75,1661.7,1497.75,0.079,0.16,1.32375
20120502,118.2,3.0757,105.22,642.25,1653.4,1480,0.08,0.15,1.31585
20120503,116.08,3.05,102.54,650.75,1634.2,1468.75,0.08,0.15,1.3152
20120504,113.18,2.9758,98.49,662.25,1644.7,1475,0.08,0.16,1.3084
20120507,113.16,2.9741,97.94,665,1638.6,1463.5,0.077,0.16,1.3051
20120508,112.73,2.9944,97.01,666,1604,1437.75,0.077,0.16,1.3007
20120509,113.2,3.0241,96.81,641.25,1593.7,1427.75,0.081,0.15,1.293
20120510,112.73,3.0102,97.08,625.5,1595.1,1452.25,0.079,0.15,1.2936
20120511,112.26,3.0008,96.13,608,1583.6,1404,0.081,0.15,1.2917
20120514,111.57,2.959,94.78,608,1560.6,1390,0.086,0.16,1.2823
20120515,112.24,2.9441,93.98,597.25,1556.8,1413,0.085,0.16,1.2729
20120516,111.71,2.9209,92.81,620,1536.2,1422,0.079,0.16,1.2716
20120517,111.71,2.8782,92.56,625,1574.5,1438,0.082,0.16,1.26985
20120518,107.14,2.8895,91.48,635.5,1591.6,1405,0.084,0.16,1.2783
20120521,108.81,2.9401,92.57,633,1588.4,1412.5,0.088,0.16,1.282
20120522,108.41,2.937,91.66,597,1576.3,1382.25,0.086,0.16,1.2684
20120523,105.56,2.8723,89.9,603.5,1548.1,1362.5,0.083,0.15,1.25815
20120524,106.55,2.8765,90.66,578.5,1557.3,1376,0.085,0.15,1.2533
20120525,106.83,2.8929,90.86,578.5,1568.8,1382,0.087,0.15,1.252
20120529,106.68,2.9065,90.76,562.5,1548.7,1386.75,0.087,0.16,1.2502
20120530,103.47,2.8582,87.82,559.5,1563.4,1373.25,0.087,0.16,1.23665
20120531,101.87,2.825,86.53,555.25,1562.6,1340,0.095,0.16,1.23645
20120601,98.43,2.6568,83.23,551.5,1620.5,1344.25,0.08,0.16,1.2436
20120604,98.85,2.6707,83.98,568,1612.2,1340,0.079,0.17,1.24995
20120605,98.84,2.6847,84.29,567.5,1615.2,1349.5,0.075,0.17,1.2452
20120606,100.64,2.6903,85.02,586.25,1632.8,1386.25,0.076,0.16,1.25815
20120607,99.93,2.685,84.82,594,1586.6,1428,0.074,0.16,1.2561
20120608,99.47,2.6852,84.1,598,1590.1,1426.25,0.073,0.17,1.25175
20120611,98,2.6566,82.7,592,1595.5,1424.75,0.073,0.17,1.2482
20120612,97.14,2.6502,83.32,584,1612.7,1435,0.074,0.16,1.25035
20120613,97.13,2.6554,82.62,592.5,1618.1,1408.25,0.081,0.17,1.25575
20120614,97.03,2.6764,83.91,601.5,1618.4,1386,0.08,0.17,1.26335
20120615,97.03,2.7017,84.03,579.5,1627,1376,0.073,0.18,1.26375
20120618,96.05,2.6609,83.27,599.5,1625.7,1384.25,0.076,0.17,1.25765
20120619,95.76,2.6415,84.03,612.5,1622.2,1433.75,0.078,0.17,1.2685
20120620,92.69,2.5902,81.8,611.75,1614.8,1446.5,0.077,0.16,1.2708
20120621,89.23,2.5501,78.2,586.5,1564.5,1438.5,0.078,0.17,1.25395
20120622,90.98,2.5699,79.76,591,1566,1442.5,0.078,0.17,1.2571
20120625,91.01,2.6458,79.21,631,1587.5,1482.5,0.077,0.17,1.2504
20120626,93.02,2.6451,79.36,646,1574,1470.5,0.075,0.16,1.24925
20120627,93.5,2.6204,80.21,649.5,1577.5,1471,0.075,0.15,1.24685
20120628,91.36,2.6142,77.69,652,1549.7,1466,0.076,0.15,1.24435
20120629,97.8,2.7272,84.96,672.5,1603.5,1512.75,0.076,0.09,1.26635
20120702,97.34,2.6239,83.75,692.5,1597.2,1532.25,0.075,0.18,1.2575
20120703,100.68,2.7229,87.66,718.75,1621.3,1572.25,0.075,0.17,1.26075
20120704,99.77,2.7229,87.66,718.75,1621.3,1572.25,0.079,0.18,1.2528
20120705,100.7,2.7648,87.22,768,1608.9,1626.5,0.08,0.17,1.23915
20120706,98.19,2.716,84.45,743.25,1578.4,1619.75,0.085,0.17,1.2289
20120709,100.32,2.7594,85.99,775.25,1588.6,1665,0.083,0.17,1.2313
20120710,97.97,2.7469,83.91,761,1579.3,1648.75,0.084,0.17,1.225
20120711,100.23,2.7689,85.81,750.75,1575.2,1623,0.083,0.17,1.22405
20120712,101.07,2.8062,86.08,771.25,1564.9,1625.75,0.086,0.18,1.2204
20120713,102.4,2.8161,87.1,755.75,1591.6,1642,0.088,0.19,1.2249
20120716,103.55,2.8547,88.43,776.75,1591.2,1633.75,0.088,0.18,1.2273
20120717,104,2.845,89.22,779.5,1589.1,1639,0.086,0.17,1.2296
20120718,105.16,2.8834,89.87,795,1570.4,1683.5,0.087,0.16,1.2284
20120719,107.8,2.9389,92.66,807.75,1580.1,1733.75,0.092,0.13,1.22815
20120720,106.83,2.943,91.44,824.5,1582.5,1757.5,0.09,0.13,1.21575
20120723,103.26,2.8829,88.14,814,1577.1,1698.5,0.082,0.14,1.21155
20120724,103.42,2.8248,88.5,790,1576,1649.25,0.083,0.15,1.20605
20120725,104.38,2.7929,88.97,794.5,1608,1694.25,0.084,0.15,1.21585
20120726,105.26,2.8138,89.39,781.25,1615,1655.75,0.08,0.14,1.22825
20120727,106.47,2.8878,90.13,798.5,1617.9,1684.25,0.08,0.14,1.2319
20120730,106.2,2.9368,89.78,820,1619.7,1725.75,0.084,0.14,1.2262
20120731,104.92,2.9146,88.06,806.5,1610.5,1721,0.09,0.13,1.2303
20120801,105.96,2.8342,88.91,800.5,1603.7,1682.25,0.091,0.14,1.2228
20120802,105.9,2.8696,87.13,794,1587.4,1653,0.094,0.14,1.21805
20120803,108.94,2.931,91.4,810,1606,1656.25,0.09,0.14,1.2387
20120806,109.55,2.9222,92.2,803,1612.9,1607.5,0.086,0.14,1.2401
20120807,112,2.9913,93.67,796,1609.7,1605.25,0.086,0.13,1.2399
20120808,112.14,2.9804,93.35,810.75,1612.9,1630,0.086,0.13,1.23655
20120809,113.22,3.0008,93.36,818.25,1617.1,1694.5,0.09,0.13,1.2306
20120810,112.95,3.0039,92.87,800,1619.7,1709.5,0.096,0.13,1.2292
20120813,113.6,2.9907,92.73,782.75,1609.6,1656.25,0.089,0.13,1.23325
20120814,114.03,3.0014,93.43,779.75,1599.4,1680,0.089,0.13,1.2322
20120815,116.25,3.084,94.33,794,1603.7,1659.75,0.081,0.13,1.2289
20120816,116.9,3.0832,95.6,797.75,1616.1,1656.25,0.083,0.13,1.23555
20120817,113.71,3.0275,96.01,798.5,1616.3,1671,0.082,0.13,1.2334
20120820,113.7,3.0308,95.97,815.25,1620.1,1703.75,0.084,0.13,1.23455
20120821,114.64,3.0652,96.68,831.25,1639.9,1753.5,0.084,0.13,1.2472
20120822,114.91,3.1042,97.26,830.25,1637.4,1748,0.09,0.13,1.25285
20120823,115.01,3.1158,96.27,808.75,1669.6,1727.25,0.084,0.13,1.25645
20120824,113.59,3.078,96.15,802.25,1669.8,1737.5,0.082,0.13,1.25125
20120827,112.26,3.1548,95.47,794.5,1672.4,1729.75,0.079,0.13,1.24995
20120828,112.58,3.1261,96.33,789.5,1666.5,1732.5,0.078,0.13,1.25645
20120829,112.54,3.1003,95.49,810.25,1659.8,1763.25,0.081,0.13,1.25295
20120830,112.65,3.0826,94.62,811.5,1653.5,1770.25,0.088,0.14,1.2505
20120831,114.57,3.1056,96.47,802.75,1684.6,1764.5,0.093,0.13,1.2577
20120903,115.78,2.9728,96.47,802.75,1684.6,1764.5,0.08,0.14,1.25925
20120904,114.18,2.9522,95.3,807,1692.9,1771,0.083,0.14,1.2565
20120905,113.09,2.9498,95.36,789.75,1690.8,1748,0.084,0.16,1.26
20120906,113.49,2.991,95.53,797.25,1702.6,1744.5,0.084,0.16,1.2631
20120907,114.25,3.0196,96.42,795,1737.5,1731.75,0.088,0.15,1.28155
20120910,114.81,3.024,96.54,781,1728.7,1713,0.08,0.15,1.27585
20120911,115.4,3.0435,97.17,782.25,1731.8,1696.5,0.084,0.15,1.2855
20120912,115.96,3.0016,97.01,771,1730.6,1740.75,0.09,0.15,1.29
20120913,115.88,2.9622,98.31,776.75,1769.1,1743.5,0.089,0.15,1.29885
20120914,116.66,3.0156,99,777.5,1769.8,1736.5,0.091,0.16,1.31265
20120917,113.79,2.9433,96.62,748,1767.7,1669,0.091,0.16,1.31165
20120918,112.03,2.899,95.29,740,1768.4,1640,0.088,0.16,1.30465
20120919,108.19,2.8286,91.98,756.5,1769,1669.5,0.086,0.15,1.3048
20120920,110.03,2.904,91.87,746,1767.7,1618.75,0.081,0.16,1.2969
20120921,111.42,2.9425,92.89,748.25,1775.5,1621.75,0.081,0.15,1.29805
20120924,109.81,2.9176,91.93,744.75,1762.1,1610,0.091,0.16,1.2931
20120925,110.45,2.9671,91.37,743.75,1763.8,1611.5,0.084,0.15,1.29005
20120926,110.04,3.0811,89.98,724.75,1750.6,1573,0.081,0.15,1.28725
20120927,112.01,3.1443,91.85,716.25,1777.6,1570.75,0.089,0.14,1.29135
20120928,112.39,3.342,92.19,756.25,1771.1,1601,0.078,0.09,1.28595
20121001,112.19,2.9201,92.48,756.75,1780.5,1560.25,0.086,0.15,1.28885
20121002,111.57,2.8692,91.89,758.25,1772.7,1530.5,0.084,0.16,1.29195
20121003,108.17,2.7995,88.14,756.75,1777.3,1531.75,0.084,0.16,1.2905
20121004,112.58,2.9429,91.71,757,1794.1,1551.5,0.085,0.15,1.3019
20121005,112.02,2.9525,89.88,748,1778.6,1551.5,0.086,0.15,1.3034
20121008,111.82,2.8931,89.33,742,1773.5,1551,0.086,0.15,1.297
20121009,114.5,2.9587,92.39,742,1763,1550,0.087,0.16,1.2885
20121010,114.33,2.9593,91.25,736.75,1763.2,1523.25,0.086,0.16,1.2875
20121011,115.71,2.9556,92.07,773.25,1768.8,1548.5,0.091,0.16,1.2927
20121012,114.62,2.8928,91.86,752.75,1758,1522.5,0.082,0.16,1.2952
20121015,115.8,2.8503,91.85,737.25,1736,1492.5,0.081,0.16,1.295
20121016,114,2.8453,92.09,738.25,1744.7,1493.75,0.08,0.16,1.30545
20121017,113.22,2.7817,92.12,745.5,1751.5,1509.25,0.079,0.15,1.31185
20121018,112.42,2.7451,92.1,760.75,1743.3,1545.5,0.082,0.15,1.30665
20121019,110.14,2.6963,90.05,761.5,1722.8,1534.25,0.084,0.16,1.30225
20121022,109.44,2.6475,88.73,761.25,1725.1,1546.5,0.088,0.15,1.30605
20121023,108.25,2.605,86.67,756,1708.3,1553.25,0.083,0.15,1.2985
20121024,107.85,2.603,85.73,754.5,1700.5,1570.5,0.086,0.17,1.2974
20121025,108.49,2.6764,86.05,742,1712,1564,0.092,0.16,1.2933
20121026,109.55,2.6991,86.28,737.75,1710.9,1561.25,0.086,0.16,1.2942
20121029,109.44,2.7568,85.54,737,1707.7,1527.25,0.085,0.17,1.2903
20121030,109.08,2.7288,85.68,741.75,1710.5,1533.75,0.082,0.17,1.29625
20121031,108.7,2.7618,86.24,755.75,1717.5,1547,0.089,0.18,1.29565
20121101,108.17,2.6336,87.09,751,1714.1,1558.5,0.089,0.17,1.29415
20121102,105.68,2.5736,84.86,739.5,1674.1,1527,0.08,0.16,1.2836
20121105,107.73,2.6202,85.65,735.5,1682.2,1504.25,0.082,0.17,1.27965
20121106,111.07,2.6989,88.71,741,1714.1,1516.75,0.088,0.16,1.28145
20121107,106.82,2.5889,84.44,744.25,1713.2,1508.75,0.093,0.16,1.2771
20121108,107.25,2.6073,85.09,741.25,1725.4,1499.25,0.089,0.16,1.2747
20121109,109.4,2.6992,86.07,738.75,1730.3,1452,0.089,0.16,1.2709
20121112,109.07,2.6763,85.57,718,1730.3,1411,0.085,0.16,1.27085
20121113,108.26,2.6538,85.38,723.5,1724.2,1427,0.079,0.16,1.2704
20121114,109.61,2.679,86.32,725.75,1729.5,1432.75,0.079,0.16,1.27355
20121115,110.98,2.6962,85.45,721.25,1713.3,1402,0.076,0.16,1.27805
20121116,108.95,2.7101,86.67,727,1714.3,1383.25,0.079,0.16,1.27435
20121119,111.7,2.7545,89.28,738.75,1734,1394.75,0.076,0.16,1.28135
20121120,109.83,2.7125,86.75,743.25,1723.2,1412.75,0.086,0.16,1.28195
20121121,110.86,2.7495,87.38,741,1727.9,1408.25,0.089,0.16,1.28285
20121122,110.55,2.7495,87.38,741,1727.9,1408.25,0.086,0.16,1.2885
20121123,111.38,2.7439,88.28,745.5,1751.3,1418.75,0.086,0.16,1.29765
20121126,110.92,2.7263,87.74,747.25,1749.5,1424.75,0.082,0.16,1.29715
20121127,109.87,2.7321,87.18,760,1742.2,1449.25,0.085,0.16,1.2943
20121128,109.51,2.7339,86.49,760.25,1716.5,1446.25,0.107,0.16,1.2955
20121129,110.76,2.787,88.07,751.5,1727.2,1448,0.087,0.16,1.29785
20121130,111.23,2.7614,88.91,748,1710.9,1438.75,0.091,0.16,1.29855
20121203,110.92,2.7265,89.09,749,1719.6,1453.75,0.082,0.16,1.3054
20121204,109.84,2.689,88.5,746.5,1694.4,1455.5,0.089,0.17,1.30945
20121205,108.81,2.6378,87.88,753.25,1692.4,1479.25,0.087,0.16,1.30675
20121206,107.03,2.5969,86.26,747.75,1700.3,1491.25,0.091,0.16,1.29675
20121207,107.02,2.5974,85.93,732.75,1704,1472.25,0.081,0.16,1.29265
20121210,107.33,2.5981,85.56,726.75,1716.5,1474.75,0.079,0.16,1.29413
20121211,108.01,2.6105,85.79,724.25,1716.5,1472,0.076,0.17,1.30058
20121212,109.5,2.6465,86.77,721,1716.5,1473.5,0.078,0.17,1.30737
20121213,107.91,2.6021,85.89,712.25,1716.5,1476.5,0.085,0.16,1.30772
20121214,109.15,2.6621,86.73,718.75,1695.8,1496,0.084,0.17,1.31622
20121217,107.64,2.6546,87.2,718.75,1697,1496.25,0.084,0.16,1.31632
20121218,108.84,2.6909,87.93,720,1669.5,1466,0.081,0.17,1.32294
20121219,110.36,2.7431,89.51,703,1666.5,1437,0.09,0.17,1.32269
20121220,110.2,2.7543,90.13,696.5,1644.9,1408.75,0.085,0.17,1.32448
20121221,108.97,2.7347,88.66,702,1659.1,1430.75,0.081,0.17,1.31886
20121224,108.8,2.7506,88.61,704.25,1658.6,1439.75,0.081,0.18,1.31868
20121226,111.07,2.8158,90.98,693.25,1659.8,1424.5,0.077,0.17,1.32235
20121227,110.8,2.8213,90.87,691.5,1662.6,1418.75,0.074,0.17,1.32363
20121228,110.62,2.7999,90.8,694,1654.9,1424,0.076,0.17,1.32165
20121231,111.11,2.812,91.82,698.25,1674.8,1418.75,0.076,0.09,1.31964
20130102,112.47,2.7951,93.12,690.75,1687.9,1405.5,0.076,0.17,1.31867
20130103,112.14,2.7977,92.92,689.25,1673.7,1403,0.076,0.17,1.30485
20130104,111.31,2.7643,93.09,680.25,1648.1,1389,0.075,0.16,1.30683
20130107,111.4,2.7774,93.19,685.5,1645.5,1410.75,0.076,0.16,1.3116
20130108,111.94,2.7944,93.15,688.75,1661.5,1413.75,0.081,0.15,1.30825
20130109,111.76,2.7789,93.1,694.25,1654.8,1419.75,0.084,0.14,1.30645
20130110,111.89,2.7933,93.82,698.75,1677.3,1417.5,0.081,0.14,1.32714
20130111,110.64,2.7395,93.56,708.75,1660,1424.75,0.076,0.14,1.3343
20130114,111.88,2.7541,94.14,724,1668.9,1459.75,0.076,0.14,1.33823
20130115,110.3,2.7066,93.28,730.5,1683.4,1413.5,0.082,0.15,1.3306
20130116,110.61,2.7214,94.24,731.25,1682.7,1436.5,0.083,0.14,1.32897
20130117,111.1,2.7684,95.49,724.5,1690.4,1430.25,0.08,0.14,1.33744
20130118,111.89,2.7968,95.56,727.5,1686.6,1429.25,0.085,0.14,1.33195
20130121,111.71,2.7968,95.56,727.5,1686.6,1429.25,0.084,0.14,1.3314
20130122,112.42,2.8299,96.24,728.5,1692.8,1451.75,0.077,0.14,1.3322
20130123,112.8,2.8338,95.23,720.75,1686.3,1437,0.083,0.13,1.33175
20130124,113.28,2.8629,95.95,724.25,1669.5,1435.25,0.09,0.15,1.33779
20130125,113.28,2.8754,95.88,720.75,1656.4,1441,0.083,0.14,1.34603
20130128,113.48,2.9348,96.44,729.25,1652.4,1447.75,0.106,0.14,1.34551
20130129,114.36,2.9734,97.57,729.5,1660.7,1451.75,0.079,0.12,1.34929
20130130,114.9,3.0387,97.94,740.25,1679.9,1478.75,0.087,0.12,1.35667
20130131,115.55,3.0258,97.49,740.5,1660.6,1468.5,0.082,0.15,1.35798
20130201,116.76,3.0536,97.77,736,1669.4,1474.25,0.078,0.14,1.3641
20130204,115.6,3.0115,96.17,734.25,1675.3,1488.75,0.084,0.13,1.35142
20130205,116.52,3.0374,96.64,729,1672.4,1495.5,0.082,0.13,1.3583
20130206,116.73,3.0397,96.62,722.5,1677.7,1487.5,0.089,0.13,1.35227
20130207,117.24,2.9999,95.83,710.75,1670.4,1486.75,0.086,0.13,1.33967
20130208,118.9,3.0588,95.72,709,1666,1452.5,0.084,0.14,1.33615
20130211,118.13,3.0212,97.03,702.25,1648.2,1431.5,0.084,0.14,1.34061
20130212,118.66,3.0503,97.51,696.25,1648.7,1420.75,0.089,0.13,1.34543
20130213,117.88,3.0354,97.01,695.5,1644.2,1423,0.092,0.14,1.34524
20130214,118,3.1166,97.31,694.75,1634.7,1418,0.089,0.14,1.33616
20130215,117.66,3.1345,95.86,698.75,1608.8,1424.5,0.077,0.16,1.33627
20130218,117.38,3.1345,95.86,698.75,1608.8,1424.5,0.089,0.14,1.33514
20130219,117.52,3.1212,96.66,695.25,1603.6,1470.25,0.086,0.15,1.33886
20130220,115.6,3.0595,94.46,700.5,1577.6,1482.75,0.09,0.15,1.3281
20130221,113.53,3.0365,92.84,690.75,1578.2,1487.75,0.096,0.16,1.31898
20130222,114.1,3.0796,93.13,690.25,1572.4,1461.25,0.083,0.16,1.31912
20130225,114.44,3.0611,93.11,693.5,1586.2,1451.25,0.09,0.15,1.3062
20130226,112.71,2.9816,92.63,705,1615.2,1447.75,0.085,0.14,1.30611
20130227,111.87,2.8565,92.76,709.5,1595.2,1457.5,0.093,0.14,1.31368
20130228,111.38,2.9146,92.05,719.5,1577.7,1474.25,0.083,0.14,1.30563
20130301,110.4,3.1286,90.68,724.25,1571.9,1464.5,0.085,0.14,1.3022
20130304,110.09,3.0983,90.12,723,1572.1,1490.25,0.087,0.16,1.30271
20130305,111.61,3.1482,90.82,732,1574.6,1496.5,0.088,0.15,1.30512
20130306,111.06,3.1247,90.43,708,1574.6,1484.5,0.092,0.15,1.29667
20130307,111.15,3.1233,91.56,711.5,1574.8,1503.5,0.088,0.16,1.31074
20130308,110.85,3.2035,91.95,725.25,1576.6,1508.5,0.083,0.15,1.3006
20130311,110.22,3.1524,92.06,734.5,1577.8,1514.75,0.084,0.16,1.30464
20130312,109.65,3.1502,92.54,741,1591.5,1489.75,0.088,0.15,1.30283
20130313,108.52,3.1423,92.52,741.25,1588.3,1475,0.081,0.14,1.29606
20130314,109.42,3.1413,93.03,732.75,1590.6,1457.25,0.081,0.15,1.30034
20130315,109.42,3.1638,93.45,717,1592.5,1426,0.077,0.16,1.3076
20130318,109.51,3.1289,93.74,720,1604.6,1409.5,0.077,0.16,1.29585
20130319,107.45,3.0451,92.16,728.5,1611.3,1406.75,0.079,0.15,1.28675
20130320,108.72,3.1163,92.96,732.5,1607.5,1419.75,0.079,0.15,1.29437
20130321,107.47,3.0706,92.45,733,1613.8,1449,0.074,0.16,1.28952
20130322,107.66,3.0625,93.71,726.25,1606.2,1440.5,0.073,0.15,1.29885
20130325,108.17,3.0626,94.81,733.25,1604.6,1437.25,0.07,0.15,1.28485
20130326,109.36,3.1106,96.34,730.25,1595.8,1447.75,0.076,0.14,1.28561
20130327,109.69,3.1155,96.58,735.25,1595.8,1453.75,0.059,0.12,1.27777
20130328,110.02,3.1054,97.23,695.25,1594.8,1404.75,0.061,0.13,1.28152
20130328,110.02,3.1054,97.23,695.25,1594.8,1404.75,0.061,0.13,1.2823
20130401,111.08,3.1015,97.07,642.25,1600,1390.75,0.064,0.16,1.28488
20130402,110.69,3.0408,97.19,640.5,1575.1,1394,0.066,0.15,1.28184
20130403,107.11,2.914,94.45,641.5,1552.8,1380.25,0.067,0.14,1.28507
20130404,106.34,2.8987,93.26,630,1551.8,1372,0.072,0.14,1.29358
20130405,104.12,2.8636,92.7,629,1575.4,1361.75,0.074,0.15,1.29967
20130408,104.66,2.9093,93.36,633.5,1572,1378,0.072,0.15,1.30088
20130409,106.23,2.9424,94.2,644.25,1586.2,1395.5,0.075,0.15,1.30832
20130410,105.79,2.8651,94.64,649,1558.3,1392.75,0.078,0.15,1.30702
20130411,104.27,2.831,93.51,651.25,1564.3,1402,0.073,0.15,1.31002
20130412,103.11,2.8018,91.29,658.5,1501,1413,0.073,0.15,1.31083
20130415,100.63,2.7576,88.71,646.75,1360.6,1395,0.077,0.15,1.30361
20130416,99.91,2.7818,88.72,663.25,1386.8,1411.5,0.07,0.15,1.31781
20130417,97.69,2.729,86.68,660.5,1382.2,1422.25,0.071,0.15,1.30315
20130418,99.13,2.7555,87.73,644.5,1392,1430.5,0.071,0.15,1.30516
20130419,99.65,2.7724,88.01,652,1395.3,1428.25,0.072,0.15,1.3052
